x,y
-1.536149668687754,-10.46292950130807
-1.7570553059883665,3.4641007581064187
-1.9089158147114382,-15.87757555543422
8.22589535328708,15.983420769599512
-3.201385260344689,-13.31160195027404
-9.804126552758401,-13.19540459370705
-0.4458930938707528,-1.5315520720285516
-4.91941951820473,-7.04297918151339
7.794538972681265,8.648743795197468
9.219206732722544,9.781968247349988
-1.8142096526126927,2.5517590055703607
-6.603209751501947,-18.72402579206225
-7.517476606041777,-16.330538841146293
-2.533452669950058,-4.4843190109257005
1.2121583753482978,-3.2216776040017088
9.813218697908987,15.470306439471763
-0.5809523252138749,-1.6056377616198416
7.736698465818126,17.20326568878444
8.681990571187303,9.200156599446265
-1.4036348608227267,-7.056042381268645
-5.369577047673384,-7.347022250960626
3.6406441964937675,5.0921617378295005
8.86850374458627,16.827892335345098
6.767936379851458,6.889868305708102
3.4916384222778274,6.7522327484384155
1.3757534360076984,4.458940747711751
-4.840931799273484,-14.918130628702173
1.672042800810043,3.5767742630499515
7.53484134515759,15.600019846961422
-3.4402724994391387,-15.957919617824345
-8.619790539123578,-13.700171557695642
-3.469376350366109,2.265906147608071
8.13247368334331,16.14993471032571
5.554101494994943,9.483094605683018
-0.8693519227885349,-3.8637358535359305
4.086898211737644,2.106327283439011
4.6750870907927915,10.02270995910959
-8.021689882046832,-10.078485359109525
-4.1413923718931684,-11.491936552113794
-9.786686593059875,-21.713842611088253
2.780484709344484,1.6089237328756267
-9.910609449270222,-10.561080615005114
-2.485100751966429,-1.3076510648810662
-5.32712361987802,-14.75682951766121
-5.78748852564499,-7.352595862106671
-6.2244613848442265,-15.28575034458907
-0.9874437249987333,-0.6385354790844435
-5.962020472946077,-4.796279184330893
-9.363611803499605,-22.351464515638135
-2.0314118344212684,-0.20369963690016935
8.314462793186317,12.854569952945848
5.877326897387234,18.722983478553168
-1.3251522692789308,-2.9835638371810087
-9.937262312727086,-23.144364101099438
-7.149804222221919,-13.949990074409753
7.445846402597014,13.168122108120562
-8.091068052870376,-16.015193316262664
-4.866736778952234,-15.410949339645663
7.414438837375195,16.648219903586327
-7.852865842410653,-16.656281614991467
7.5836948718542825,17.895184098877692
-0.393685148865226,7.257418197667572
-5.964275312933125,-11.519786558371917
-5.757807933691188,-15.49834745394667
4.533638545831094,4.038529178423667
-3.4689877903293787,-2.6117865900599044
8.056226184448182,16.35139509606605
7.649592312121001,17.775020940928705
4.804021749490377,13.007816125735648
2.865209840454528,0.7150096224526079
-2.4592398426644024,-9.640159450079501
-9.11038347006781,-28.723002265482577
-7.273862893597127,-2.5638129490136663
-2.665607240077583,-1.4193155174583523
0.9391186779497329,1.6382974282643827
-3.1342037358351793,1.1222537716986771
-3.701101292150153,-2.1768179620946295
6.630890738626731,18.86603337401942
-3.3661771198987944,-5.369605873336306
-3.087403179829802,-10.685943738016036
0.3830583299608503,5.111443145539533
3.2806922715781495,9.765863886638977
0.036096467779349606,-5.64118644182455
-5.350445845176905,-1.8660908079540999
-5.038200804535129,-13.557284293614387
-0.2146461279105738,8.052451318814429
-8.028482777887247,-15.303536366630988
-0.4254499606669748,7.092938969609297
-5.5812001359976104,-14.584448938327423
-9.709146250255802,-19.65788035828277
-3.832143153395009,-15.093161854069294
-0.14624545216773477,3.654390876742756
7.893646408398207,9.689924209413796
6.539123067246186,1.999328990275659
9.17641838793688,16.885414768086783
-4.230339036467519,-3.977981504555654
-4.523075807355004,-14.490514203556621
5.53179295673361,9.44446295890889
2.807496575854871,5.538877340859724
-7.603643770512136,-10.648470799522167
